lvis_row,cat_id,name,ram_row,ram_tag,bucket,frequency,target,threshold,subset_total,num_positives,num_negatives,TP,FP,TN,FN,precision,recall,target_met,best_precision,reason
1096,1097,toilet,,,high,f,0.8,,,,,,,,,,,0,,unmapped
1097,1098,toilet_tissue,336,toilet paper,high,f,0.8,0.32,2042,1021,1021,1002,226,795,19,0.816,0.9814,1,1.0,ok
1098,1099,tomato,4182,tomato,high,f,0.8,0.33,2426,1213,1213,950,222,991,263,0.8106,0.7832,1,0.9352,ok
1099,1100,tongs,4187,tongs,high,f,0.8,,344,172,172,,,,,,,0,0.6667,unreachable
1100,1101,toolbox,4189,toolbox,medium,c,0.8,0.345,56,28,28,22,5,23,6,0.8148,0.7857,1,0.8571,ok
1101,1102,toothbrush,4190,toothbrush,high,f,0.8,0.345,1490,745,745,620,142,603,125,0.8136,0.8322,1,1.0,ok
1102,1103,toothpaste,4191,toothpaste,high,f,0.8,0.315,374,187,187,183,42,145,4,0.8133,0.9786,1,1.0,ok
1103,1104,toothpick,4192,toothpick,high,f,0.8,,294,147,147,,,,,,,0,0.6567,unreachable
1104,1105,cover,,,high,f,0.8,,,,,,,,,,,0,,unmapped
1105,1106,tortilla,4197,tortilla,medium,c,0.8,0.34,68,34,34,34,8,26,0,0.8095,1.0,1,1.0,ok
1106,1107,tow_truck,4211,tow truck,medium,c,0.8,0.32,82,41,41,40,9,32,1,0.8163,0.9756,1,1.0,ok
1107,1108,towel,4212,towel,high,f,0.8,0.36,1272,636,636,226,55,581,410,0.8043,0.3553,1,0.9,ok
1108,1109,towel_rack,4213,towel bar,high,f,0.8,0.345,1140,570,570,545,114,456,25,0.827,0.9561,1,1.0,ok
1109,1110,toy,4218,toy,high,f,0.8,0.36,2298,1149,1149,899,200,949,250,0.818,0.7824,1,1.0,ok
1110,1111,tractor_(farm_equipment),4223,tractor,medium,c,0.8,0.32,122,61,61,42,10,51,19,0.8077,0.6885,1,1.0,ok
1111,1112,traffic_light,3915,traffic light,high,f,0.8,0.315,3780,1890,1890,1781,425,1465,109,0.8073,0.9423,1,1.0,ok
1112,1113,dirt_bike,1332,dirt bike,medium,c,0.8,,,18,,,,,,,,0,,low_gt
1113,1114,trailer_truck,4234,trailer truck,high,f,0.8,0.31,286,143,143,131,28,115,12,0.8239,0.9161,1,1.0,ok
1114,1115,train_(railroad_vehicle),4235,train,high,f,0.8,0.34,3034,1517,1517,1477,302,1215,40,0.8302,0.9736,1,1.0,ok
1115,1116,trampoline,4246,trampoline,weak,r,0.8,,,7,,,,,,,,0,,low_gt
1116,1117,tray,4250,tray,high,f,0.8,0.37,1886,943,943,442,97,846,501,0.82,0.4687,1,1.0,ok
1117,1118,trench_coat,87,trench coat,weak,r,0.8,,,6,,,,,,,,0,,low_gt
1118,1119,triangle_(musical_instrument),4261,triangle,weak,r,0.8,,,1,,,,,,,,0,,low_gt
1119,1120,tricycle,4266,tricycle,medium,c,0.8,,,11,,,,,,,,0,,low_gt
1120,1121,tripod,4269,tripod,high,f,0.8,0.37,202,101,101,24,3,98,77,0.8889,0.2376,1,1.0,ok
1121,1122,trousers,2917,pants,high,f,0.8,,3818,1909,1909,,,,,,,0,0.6608,unreachable
1122,1123,truck,4276,truck,high,f,0.8,0.34,1600,800,800,541,132,668,259,0.8039,0.6763,1,1.0,ok
1123,1124,truffle_(chocolate),902,truffle,weak,r,0.8,,,1,,,,,,,,0,,low_gt
1124,1125,trunk,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
1125,1126,vat,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
1126,1127,turban,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
1127,1128,turkey_(food),4286,turkey,medium,c,0.8,0.35,62,31,31,24,6,25,7,0.8,0.7742,1,1.0,ok
1128,1129,turnip,4288,turnip,weak,r,0.8,,,7,,,,,,,,0,,low_gt
1129,1130,turtle,4291,turtle,medium,c,0.8,,,20,,,,,,,,0,,low_gt
1130,1131,turtleneck_(clothing),3157,polo neck,medium,c,0.8,,,11,,,,,,,,0,,low_gt
1131,1132,typewriter,4308,typewriter,medium,c,0.8,,,13,,,,,,,,0,,low_gt
1132,1133,umbrella,4311,umbrella,high,f,0.8,0.35,3848,1924,1924,1319,272,1652,605,0.829,0.6856,1,0.9907,ok
1133,1134,underwear,4312,underclothes,high,f,0.8,0.34,226,113,113,64,15,98,49,0.8101,0.5664,1,0.9355,ok
1134,1135,unicycle,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
1135,1136,urinal,4320,urinal,high,f,0.8,0.32,278,139,139,139,33,106,0,0.8081,1.0,1,1.0,ok
1136,1137,urn,4321,urn,medium,c,0.8,,,12,,,,,,,,0,,low_gt
1137,1138,vacuum_cleaner,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
1138,1139,vase,4333,vase,high,f,0.8,0.325,3732,1866,1866,1384,341,1525,482,0.8023,0.7417,1,1.0,ok
1139,1140,vending_machine,4345,vending machine,medium,c,0.8,0.335,94,47,47,17,3,44,30,0.85,0.3617,1,1.0,ok
1140,1141,vent,4347,vent,high,f,0.8,,2936,1468,1468,,,,,,,0,0.7609,unreachable
1141,1142,vest,4350,vest,high,f,0.8,0.365,1458,729,729,62,14,715,667,0.8158,0.085,1,0.8571,ok
1142,1143,videotape,4358,videotape,medium,c,0.8,0.355,48,24,24,12,3,21,12,0.8,0.5,1,0.8571,ok
1143,1144,vinegar,4364,vinegar,weak,r,0.8,,,1,,,,,,,,0,,low_gt
1144,1145,violin,4368,violin,weak,r,0.8,,,10,,,,,,,,0,,low_gt
1145,1146,vodka,4373,vodka,weak,r,0.8,,,3,,,,,,,,0,,low_gt
1146,1147,volleyball,4375,volleyball,medium,c,0.8,,,14,,,,,,,,0,,low_gt
1147,1148,vulture,4380,vulture,weak,r,0.8,,,4,,,,,,,,0,,low_gt
1148,1149,waffle,4381,waffle,medium,c,0.8,0.33,58,29,29,28,6,23,1,0.8235,0.9655,1,1.0,ok
1149,1150,waffle_iron,4382,waffle iron,weak,r,0.8,,,4,,,,,,,,0,,low_gt
1150,1151,wagon,4383,wagon,medium,c,0.8,0.34,140,70,70,60,15,55,10,0.8,0.8571,1,1.0,ok
1151,1152,wagon_wheel,4384,wagon wheel,medium,c,0.8,0.315,92,46,46,41,10,36,5,0.8039,0.8913,1,1.0,ok
1152,1153,walking_stick,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
1153,1154,wall_clock,4392,wall clock,medium,c,0.8,0.32,96,48,48,24,6,42,24,0.8,0.5,1,1.0,ok
1154,1155,wall_socket,2883,electric outlet,high,f,0.8,0.37,3710,1855,1855,127,30,1825,1728,0.8089,0.0685,1,0.9286,ok
1155,1156,wallet,,,high,f,0.8,,,,,,,,,,,0,,unmapped
1156,1157,walrus,4395,walrus,weak,r,0.8,,,1,,,,,,,,0,,low_gt
1157,1158,wardrobe,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
1158,1159,washbasin,307,basin,weak,r,0.8,,,10,,,,,,,,0,,low_gt
1159,1160,automatic_washer,4406,washing machine,medium,c,0.8,0.33,108,54,54,50,10,44,4,0.8333,0.9259,1,1.0,ok
1160,1161,watch,4410,watch,high,f,0.8,,3844,1922,1922,,,,,,,0,0.6369,unreachable
1161,1162,water_bottle,,,high,f,0.8,,,,,,,,,,,0,,unmapped
1162,1163,water_cooler,4414,water cooler,medium,c,0.8,,62,31,31,,,,,,,0,0.5714,unreachable
1163,1164,water_faucet,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
1164,1165,water_heater,4417,water heater,weak,r,0.8,,,7,,,,,,,,0,,low_gt
1165,1166,water_jug,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
1166,1167,water_gun,3846,water gun,weak,r,0.8,,,1,,,,,,,,0,,low_gt
1167,1168,water_scooter,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
1168,1169,water_ski,4423,water ski,medium,c,0.8,0.31,100,50,50,50,11,39,0,0.8197,1.0,1,1.0,ok
1169,1170,water_tower,4426,water tower,medium,c,0.8,0.33,90,45,45,16,4,41,29,0.8,0.3556,1,0.8571,ok
1170,1171,watering_can,4431,watering can,medium,c,0.8,0.335,56,28,28,18,3,25,10,0.8571,0.6429,1,1.0,ok
1171,1172,watermelon,4433,watermelon,high,f,0.8,0.345,228,114,114,58,13,101,56,0.8169,0.5088,1,1.0,ok
1172,1173,weathervane,4441,vane,high,f,0.8,,386,193,193,,,,,,,0,0.7049,unreachable
1173,1174,webcam,4443,webcam,medium,c,0.8,0.37,42,21,21,18,3,18,3,0.8571,0.8571,1,0.9231,ok
1174,1175,wedding_cake,4447,wedding cake,medium,c,0.8,0.29,182,91,91,91,21,70,0,0.8125,1.0,1,1.0,ok
1175,1176,wedding_ring,4445,wedding ring,medium,c,0.8,0.31,62,31,31,12,3,28,19,0.8,0.3871,1,1.0,ok
1176,1177,wet_suit,4465,wet suit,high,f,0.8,0.345,2938,1469,1469,1093,261,1208,376,0.8072,0.744,1,0.875,ok
1177,1178,wheel,4472,wheel,high,f,0.8,0.365,3848,1924,1924,543,111,1813,1381,0.8303,0.2822,1,1.0,ok
1178,1179,wheelchair,4473,wheelchair,medium,c,0.8,0.33,174,87,87,52,11,76,35,0.8254,0.5977,1,1.0,ok
1179,1180,whipped_cream,4475,whipped cream,medium,c,0.8,0.335,154,77,77,73,16,61,4,0.8202,0.9481,1,1.0,ok
1180,1181,whistle,4479,whistle,medium,c,0.8,,,11,,,,,,,,0,,low_gt
1181,1182,wig,4487,wig,medium,c,0.8,0.34,94,47,47,32,8,39,15,0.8,0.6809,1,1.0,ok
1182,1183,wind_chime,4497,wind chime,medium,c,0.8,0.325,42,21,21,15,3,18,6,0.8333,0.7143,1,0.8571,ok
1183,1184,windmill,4500,windmill,medium,c,0.8,0.32,94,47,47,28,7,40,19,0.8,0.5957,1,1.0,ok
1184,1185,window_box_(for_plants),4502,window box,medium,c,0.8,0.37,140,70,70,13,2,68,57,0.8667,0.1857,1,0.9,ok
1185,1186,windshield_wiper,4508,wiper,high,f,0.8,,3676,1838,1838,,,,,,,0,0.5036,unreachable
1186,1187,windsock,32,air sock,medium,c,0.8,,,19,,,,,,,,0,,low_gt
1187,1188,wine_bottle,4511,wine bottle,high,f,0.8,0.295,1062,531,531,388,93,438,143,0.8067,0.7307,1,1.0,ok
1188,1189,wine_bucket,4512,wine cooler,medium,c,0.8,,,11,,,,,,,,0,,low_gt
1189,1190,wineglass,,,high,f,0.8,,,,,,,,,,,0,,unmapped
1190,1191,blinder_(for_horses),,,high,f,0.8,,,,,,,,,,,0,,unmapped
1191,1192,wok,4530,wok,medium,c,0.8,0.355,52,26,26,24,5,21,2,0.8276,0.9231,1,0.9286,ok
1192,1193,wolf,4531,wolf,weak,r,0.8,,,5,,,,,,,,0,,low_gt
1193,1194,wooden_spoon,4538,wooden spoon,medium,c,0.8,0.32,112,56,56,30,5,51,26,0.8571,0.5357,1,0.9545,ok
1194,1195,wreath,1838,wreath,medium,c,0.8,0.32,146,73,73,43,7,66,30,0.86,0.589,1,1.0,ok
1195,1196,wrench,3796,wrench,medium,c,0.8,0.335,64,32,32,18,4,28,14,0.8182,0.5625,1,0.8333,ok
1196,1197,wristband,4559,wristband,high,f,0.8,,256,128,128,,,,,,,0,0.7692,unreachable
1197,1198,wristlet,,,high,f,0.8,,,,,,,,,,,0,,unmapped
1198,1199,yacht,4565,yacht,medium,c,0.8,,,12,,,,,,,,0,,low_gt
1199,1200,yogurt,4571,yoghurt,medium,c,0.8,0.35,104,52,52,32,8,44,20,0.8,0.6154,1,1.0,ok
1200,1201,yoke_(animal_equipment),4572,yoke,medium,c,0.8,,,11,,,,,,,,0,,low_gt
1201,1202,zebra,4577,zebra,high,f,0.8,0.325,3348,1674,1674,1666,329,1345,8,0.8351,0.9952,1,1.0,ok
1202,1203,zucchini,1153,courgette,medium,c,0.8,0.355,162,81,81,56,10,71,25,0.8485,0.6914,1,1.0,ok
0,1,aerosol_can,26,spray can,medium,c,0.85,,128,64,64,,,,,,,0,0.6875,unreachable
1,2,air_conditioner,30,air conditioner,high,f,0.85,,728,364,364,,,,,,,0,0.7097,unreachable
2,3,airplane,,,high,f,0.85,,,,,,,,,,,0,,unmapped
3,4,alarm_clock,48,alarm clock,high,f,0.85,0.345,298,149,149,49,5,144,100,0.9074,0.3289,1,1.0,ok
4,5,alcohol,52,alcohol,medium,c,0.85,0.35,58,29,29,23,4,25,6,0.8519,0.7931,1,1.0,ok
5,6,alligator,,,medium,c,0.85,,,,,,,,,,,0,,unmapped
6,7,almond,56,almond,medium,c,0.85,0.375,118,59,59,5,0,59,54,1.0,0.0847,1,1.0,ok
7,8,ambulance,64,ambulance,medium,c,0.85,0.32,44,22,22,16,2,20,6,0.8889,0.7273,1,1.0,ok
8,9,amplifier,69,amplifier,medium,c,0.85,,,12,,,,,,,,0,,low_gt
9,10,anklet,85,anklet,medium,c,0.85,,56,28,28,,,,,,,0,0.75,unreachable
10,11,antenna,24,antenna,high,f,0.85,,1010,505,505,,,,,,,0,0.7923,unreachable
11,12,apple,101,apple,high,f,0.85,0.355,2414,1207,1207,772,104,1103,435,0.8813,0.6396,1,1.0,ok
12,13,applesauce,105,applesauce,weak,r,0.85,,,4,,,,,,,,0,,low_gt
13,14,apricot,109,apricot,weak,r,0.85,,,10,,,,,,,,0,,low_gt
14,15,apron,110,apron,high,f,0.85,0.36,1000,500,500,137,22,478,363,0.8616,0.274,1,1.0,ok
15,16,aquarium,112,aquarium,medium,c,0.85,0.3,66,33,33,29,4,29,4,0.8788,0.8788,1,1.0,ok
16,17,arctic_(type_of_shoe),,,weak,r,0.85,,,,,,,,,,,0,,unmapped
17,18,armband,131,armband,medium,c,0.85,,88,44,44,,,,,,,0,0.6667,unreachable
18,19,armchair,132,armchair,high,f,0.85,0.345,1122,561,561,391,63,498,170,0.8612,0.697,1,1.0,ok
19,20,armoire,133,armoire,weak,r,0.85,,,8,,,,,,,,0,,low_gt
20,21,armor,134,armor,weak,r,0.85,,,9,,,,,,,,0,,low_gt
21,22,artichoke,148,artichoke,medium,c,0.85,0.36,66,33,33,14,1,32,19,0.9333,0.4242,1,1.0,ok
22,23,trash_can,,,high,f,0.85,,,,,,,,,,,0,,unmapped
23,24,ashtray,154,ashtray,medium,c,0.85,,196,98,98,,,,,,,0,0.7895,unreachable
24,25,asparagus,156,asparagus,medium,c,0.85,0.32,140,70,70,69,12,58,1,0.8519,0.9857,1,1.0,ok
25,26,atomizer,3830,spray,medium,c,0.85,,92,46,46,,,,,,,0,0.8333,unreachable
26,27,avocado,199,avocado,high,f,0.85,0.36,234,117,117,60,8,109,57,0.8824,0.5128,1,0.9524,ok
27,28,award,200,award,medium,c,0.85,0.35,82,41,41,17,3,38,24,0.85,0.4146,1,0.8889,ok
28,29,awning,,,high,f,0.85,,,,,,,,,,,0,,unmapped
29,30,ax,204,ax,weak,r,0.85,,,7,,,,,,,,0,,low_gt
30,31,baboon,206,baboon,weak,r,0.85,,,1,,,,,,,,0,,low_gt
31,32,baby_buggy,209,baby carriage,high,f,0.85,0.395,628,314,314,7,0,314,307,1.0,0.0223,1,1.0,ok
32,33,basketball_backboard,311,basketball backboard,medium,c,0.85,0.335,62,31,31,18,3,28,13,0.8571,0.5806,1,1.0,ok
33,34,backpack,218,backpack,high,f,0.85,0.37,3810,1905,1905,294,49,1856,1611,0.8571,0.1543,1,1.0,ok
34,35,handbag,2014,handbag,high,f,0.85,,3718,1859,1859,,,,,,,0,0.8195,unreachable
35,36,suitcase,2500,luggage,high,f,0.85,0.34,3246,1623,1623,1339,216,1407,284,0.8611,0.825,1,1.0,ok
36,37,bagel,227,bagel,medium,c,0.85,0.345,94,47,47,43,7,40,4,0.86,0.9149,1,1.0,ok
37,38,bagpipe,228,bagpipe,weak,r,0.85,,,3,,,,,,,,0,,low_gt
38,39,baguet,229,baguette,weak,r,0.85,,,3,,,,,,,,0,,low_gt
39,40,bait,230,bait,weak,r,0.85,,,1,,,,,,,,0,,low_gt
40,41,ball,239,ball,high,f,0.85,0.4,610,305,305,15,2,303,290,0.8824,0.0492,1,1.0,ok
41,42,ballet_skirt,244,ballet skirt,weak,r,0.85,,,6,,,,,,,,0,,low_gt
42,43,balloon,245,balloon,high,f,0.85,0.35,420,210,210,71,11,199,139,0.8659,0.3381,1,1.0,ok
43,44,bamboo,249,bamboo,medium,c,0.85,0.355,72,36,36,11,1,35,25,0.9167,0.3056,1,1.0,ok
44,45,banana,251,banana,high,f,0.85,0.355,3574,1787,1787,1209,177,1610,578,0.8723,0.6766,1,1.0,ok
45,46,Band_Aid,256,band aid,medium,c,0.85,,,17,,,,,,,,0,,low_gt
46,47,bandage,257,bandage,medium,c,0.85,0.365,102,51,51,7,0,51,44,1.0,0.1373,1,1.0,ok
47,48,bandanna,,,high,f,0.85,,,,,,,,,,,0,,unmapped
48,49,banjo,263,banjo,weak,r,0.85,,,3,,,,,,,,0,,low_gt
49,50,banner,268,banner,high,f,0.85,0.37,2940,1470,1470,70,12,1458,1400,0.8537,0.0476,1,1.0,ok
50,51,barbell,279,barbell,weak,r,0.85,,,3,,,,,,,,0,,low_gt
51,52,barge,283,barge,weak,r,0.85,,,2,,,,,,,,0,,low_gt
52,53,barrel,290,barrel,high,f,0.85,0.385,372,186,186,10,1,185,176,0.9091,0.0538,1,1.0,ok
53,54,barrette,,,medium,c,0.85,,,,,,,,,,,0,,unmapped
54,55,barrow,,,medium,c,0.85,,,,,,,,,,,0,,unmapped
55,56,baseball_base,296,baseball base,high,f,0.85,0.32,606,303,303,303,50,253,0,0.8584,1.0,1,1.0,ok
56,57,baseball,295,baseball,high,f,0.85,0.335,1476,738,738,702,106,632,36,0.8688,0.9512,1,1.0,ok
57,58,baseball_bat,297,baseball bat,high,f,0.85,0.325,3598,1799,1799,1712,263,1536,87,0.8668,0.9516,1,1.0,ok
58,59,baseball_cap,2281,jockey cap,high,f,0.85,0.38,3868,1934,1934,92,15,1919,1842,0.8598,0.0476,1,0.9,ok
59,60,baseball_glove,301,baseball glove,high,f,0.85,0.315,3218,1609,1609,1572,245,1364,37,0.8652,0.977,1,1.0,ok
60,61,basket,308,basket,high,f,0.85,0.39,3244,1622,1622,21,3,1619,1601,0.875,0.0129,1,1.0,ok
61,62,basketball,310,basketball,medium,c,0.85,0.375,82,41,41,26,4,37,15,0.8667,0.6341,1,1.0,ok
62,63,bass_horn,321,bass horn,weak,r,0.85,,,4,,,,,,,,0,,low_gt
63,64,bat_(animal),323,bat,medium,c,0.85,,,11,,,,,,,,0,,low_gt
64,65,bath_mat,326,bath mat,high,f,0.85,0.345,540,270,270,249,36,234,21,0.8737,0.9222,1,1.0,ok
65,66,bath_towel,327,bath towel,high,f,0.85,0.33,698,349,349,316,49,300,33,0.8658,0.9054,1,1.0,ok
66,67,bathrobe,329,bathrobe,medium,c,0.85,0.325,84,42,42,41,6,36,1,0.8723,0.9762,1,1.0,ok
67,68,bathtub,,,high,f,0.85,,,,,,,,,,,0,,unmapped
68,69,batter_(food),340,batter,weak,r,0.85,,,6,,,,,,,,0,,low_gt
69,70,battery,341,battery,medium,c,0.85,0.36,96,48,48,42,5,43,6,0.8936,0.875,1,1.0,ok
70,71,beachball,,,weak,r,0.85,,,,,,,,,,,0,,unmapped
71,72,bead,358,bead,medium,c,0.85,0.345,84,42,42,19,3,39,23,0.8636,0.4524,1,1.0,ok
72,73,bean_curd,4177,tofu,medium,c,0.85,0.34,48,24,24,24,4,20,0,0.8571,1.0,1,1.0,ok
73,74,beanbag,365,beanbag,medium,c,0.85,,,16,,,,,,,,0,,low_gt
74,75,beanie,,,high,f,0.85,,,,,,,,,,,0,,unmapped
75,76,bear,366,bear,high,f,0.85,0.34,1292,646,646,608,103,543,38,0.8551,0.9412,1,0.996,ok
76,77,bed,375,bed,high,f,0.85,0.355,3530,1765,1765,1637,246,1519,128,0.8694,0.9275,1,1.0,ok
77,78,bedpan,380,bedpan,weak,r,0.85,,,2,,,,,,,,0,,low_gt
78,79,bedspread,376,bedcover,high,f,0.85,0.345,250,125,125,111,15,110,14,0.881,0.888,1,1.0,ok
79,80,cow,1160,cow,high,f,0.85,0.335,2840,1420,1420,1345,222,1198,75,0.8583,0.9472,1,1.0,ok
80,81,beef_(food),385,beef,high,f,0.85,0.355,280,140,140,135,22,118,5,0.8599,0.9643,1,1.0,ok
81,82,beeper,387,beeper,weak,r,0.85,,,4,,,,,,,,0,,low_gt
82,83,beer_bottle,389,beer bottle,high,f,0.85,0.325,644,322,322,127,20,302,195,0.8639,0.3944,1,0.9524,ok
83,84,beer_can,390,beer can,medium,c,0.85,0.335,120,60,60,40,7,53,20,0.8511,0.6667,1,1.0,ok
84,85,beetle,395,beetle,weak,r,0.85,,,2,,,,,,,,0,,low_gt
85,86,bell,,,high,f,0.85,,,,,,,,,,,0,,unmapped
86,87,bell_pepper,398,bell pepper,high,f,0.85,0.35,666,333,333,49,8,325,284,0.8596,0.1471,1,1.0,ok
87,88,belt,400,belt,high,f,0.85,,3882,1941,1941,,,,,,,0,0.7654,unreachable
88,89,belt_buckle,401,belt buckle,high,f,0.85,0.34,734,367,367,61,9,358,306,0.8714,0.1662,1,0.9655,ok
89,90,bench,402,bench,high,f,0.85,0.35,3844,1922,1922,1013,175,1747,909,0.8527,0.5271,1,1.0,ok
90,91,beret,406,beret,medium,c,0.85,,,18,,,,,,,,0,,low_gt
91,92,bib,410,bib,medium,c,0.85,0.38,162,81,81,7,0,81,74,1.0,0.0864,1,1.0,ok
92,93,Bible,412,bible,weak,r,0.85,,,1,,,,,,,,0,,low_gt
93,94,bicycle,414,bicycle,high,f,0.85,0.335,3704,1852,1852,1263,208,1644,589,0.8586,0.682,1,1.0,ok
94,95,visor,4372,visor,high,f,0.85,,860,430,430,,,,,,,0,0.6599,unreachable
95,96,billboard,428,billboard,high,f,0.85,0.34,494,247,247,122,19,228,125,0.8652,0.4939,1,1.0,ok
96,97,binder,431,binder,medium,c,0.85,0.35,188,94,94,48,7,87,46,0.8727,0.5106,1,1.0,ok
97,98,binoculars,432,binocular,medium,c,0.85,,42,21,21,,,,,,,0,0.6364,unreachable
98,99,bird,437,bird,high,f,0.85,0.35,3642,1821,1821,1263,209,1612,558,0.858,0.6936,1,1.0,ok
99,100,birdfeeder,,,medium,c,0.85,,,,,,,,,,,0,,unmapped
100,101,birdbath,442,birdbath,medium,c,0.85,,,12,,,,,,,,0,,low_gt
101,102,birdcage,,,medium,c,0.85,,,,,,,,,,,0,,unmapped
102,103,birdhouse,,,medium,c,0.85,,,,,,,,,,,0,,unmapped
103,104,birthday_cake,446,birthday cake,high,f,0.85,0.325,488,244,244,238,42,202,6,0.85,0.9754,1,1.0,ok
104,105,birthday_card,448,birthday card,weak,r,0.85,,,7,,,,,,,,0,,low_gt
105,106,pirate_flag,3069,pirate flag,weak,r,0.85,,,1,,,,,,,,0,,low_gt
106,107,black_sheep,456,black sheep,medium,c,0.85,0.335,80,40,40,39,6,34,1,0.8667,0.975,1,1.0,ok
107,108,blackberry,457,blackberry,medium,c,0.85,0.365,80,40,40,6,1,39,34,0.8571,0.15,1,0.8571,ok
108,109,blackboard,459,blackboard,high,f,0.85,0.345,208,104,104,17,3,101,87,0.85,0.1635,1,1.0,ok
109,110,blanket,462,blanket,high,f,0.85,0.35,3342,1671,1671,1276,219,1452,395,0.8535,0.7636,1,1.0,ok
110,111,blazer,463,sports coat,medium,c,0.85,,98,49,49,,,,,,,0,0.6667,unreachable
111,112,blender,465,blender,high,f,0.85,0.365,486,243,243,133,16,227,110,0.8926,0.5473,1,1.0,ok
112,113,blimp,,,weak,r,0.85,,,,,,,,,,,0,,unmapped
113,114,blinker,469,flasher,high,f,0.85,,484,242,242,,,,,,,0,0.625,unreachable
114,115,blouse,476,blouse,high,f,0.85,0.345,542,271,271,52,9,262,219,0.8525,0.1919,1,0.8627,ok
115,116,blueberry,484,blueberry,high,f,0.85,0.355,208,104,104,61,9,95,43,0.8714,0.5865,1,1.0,ok
116,117,gameboard,,,weak,r,0.85,,,,,,,,,,,0,,unmapped
117,118,boat,491,boat,high,f,0.85,0.335,3516,1758,1758,1547,188,1570,211,0.8916,0.88,1,1.0,ok
